Date,Year,Type,Country,State,Location,Activity,Sex,Age,Fatal Y/N,Time,Source,Fatal,Activity_Categorized
Apr-1966,1966,Sea Disaster,Australia,New South Wales,"Botany Bay, Sydney",overturned skiff,M,28,N,,SAF Case #1413,0,Other
20-Mar-1966,1966,Provoked,Australia,New South Wales,Maroubra,fishing (big game),,28,N,,P. W. Gilbert; SAF Case #1435,0,fishing
14-Mar-1966,1966,Sea Disaster,Sudan,Red Sea,nan,"the world liberty and the tanker mosli collided. the  halcyon breeze sent a lifeboat to the rescue, but it was smashed, throwing 6 men in the  water.",M,28,Y,,"G. Burns; Befast News-Letter, 3/30/1966",1,Other
27-Feb-1966,1966,Unprovoked,Australia,New South Wales,Coledale Beach,treading water,M,13,N,14h00,"T. B. Gorman & D.J. Dunatan, NSW State Fisheries Laboratories; H.D. Baldridge, p.58; A. Sharpe, pp.77-79; A. MacCormick, p.162",0,Other
29-Jan-1966,1966,Provoked,South Africa,Western Cape Province,Strandfontein Beach,helping men land a shark,M,33,N,Afternoon,"Daily News, 2/31/1966; J. Penrith & J. D'Aubrey",0,Other
25-Jan-1966,1966,Sea Disaster,Indonesia,North Sumatra,Near Belawan,wreck of the state oil company ship permina,,28,Y,,Sydney Daily Telegraph,1,Other
22-Jan-1966,1966,Unprovoked,United States,California,"Pebble Beach, Cypress Point, Monterey County",free diving / spearfishing (resting on the surface),M,29,N,10h00 / 11h00,"D. Miller & R. Collier; R. Collier, pp.40-41; H.D. Baldridge, p.76",0,surfing
15-Jan-1966,1966,Unprovoked,Australia,New South Wales,Bellambi,spearfishing,M,30,N,,"The Age, 1/17/1966, p.1",0,fishing
14-Jan-1966,1966,Sea Disaster,Colombia,nan,Off Cartagena,colombian  (avianca) dc-4 airliner plunged into the sea 5 minutes after takeoff,,28,Y,,"Virgin Islands Daily News, 1/17/1966; SAF Case #1399",1,Other
11-Jan-1966,1966,Unprovoked,South Africa,Eastern Cape Province,Riet River,standing,M,16,N,09h00,"J.L.B. Smith, J. Wallace, M. Levine, GSAF",0,floating/standing
10-Jan-1966,1966,Unprovoked,Australia,Western Australia,Woodman Point,jumped into the water,M,43,N,,"West Australian (Perth), 1/20/1966 ",0,Other
09-Jan-1966,1966,Unprovoked,South Africa,Kwazulu-Natal,Umkomaas,body surfing,M,15,N,14h00,"J. D’Aubrey, M. Levine, GSAF",0,surfing
08-Jan-1966,1966,Unprovoked,New Zealand,North Island,"Oakura Beach, Taranaki",body surfing,F,15,Y,15h30,"R.D. Weeks, GSAF; Dr. G. E. Walker",1,surfing
05-Jan-1966,1966,Unprovoked,United States,Florida,"Hollywood, Broward County",swimming,M,35,N,16h00,J. Ulsh,0,swimming
28-Dec-1965,1965,Unprovoked,Australia,Western Australia,"Bathurst Reef, Rottnest Island","spearfishing, but standing in knee-deep water",M,40,N,,"Orange Daily (NSW), 12/29/1965; T. Peake, GSAF",0,fishing
10-Dec-1965,1965,Watercraft,Australia,South Australia,Cape Jervis,fishing,,28,N,10h30,"Adelaide Advertiser, 12/11/1965, SAF Case 1345",0,fishing
21-Nov-1965,1965,Provoked,Australia,Queensland,Near Brisbane,fishing from 34' boat when pulled overboard by hooked shark,M,43,Y,,"Evening Press (Dublin, Ireland) 11/22/1965 ",1,fishing
21-Nov-1965,1965,Unprovoked,International Waters,"250 Miles Southwest Of O'Ahu, Hawaii",Japanese Fishing Boat Taihei Maru No.10,"hauling dead shark aboard, when another shark leapt out of the water & bit him",M,44,N,23h30,"P. Resos & J. Souza, Pararescue, 76th Air Rescue Squadron, Hickam AFB, Hawaii",0,boarding
03-Nov-1965,1965,Unprovoked,Australia,Queensland,Oak Beach,surfing,M,24,N,16h30,"Telegraph (Sydney), Mirror (Sydney), Post (Cairns),  11/4/1965; J. Green, p.35",0,surfing
21-Oct-1965,1965,Unprovoked,Unknown,nan,Florida Strait,the boat caribou ii sank,M,39,N,,"Lodi News Sentinel, 10/30/1965",0,Other
16-Oct-1965,1965,Unprovoked,Bahamas,New Providence Island,Nassau,sunbathing on beach when he saw child being attacked by the shark,M,32,N,,"St. Paul Dispatch, 10/27/1965",0,swimming
16-Oct-1965,1965,Unprovoked,Bahamas,New Providence Island,Nassau,playing in the water,F,28,Y,,"St. Paul Dispatch, 10/27/1965",1,Other
10-Oct-1965,1965,Unprovoked,International Waters,West Coast,"Outside The Reef Off Moputu Village, Near Talasea","spearfishing, shot a turtle",M,15,Y,,Morning Herald (Sydney) 10/17/1965,1,fishing
Oct-1965,1965,Unprovoked,Papua New Guinea,New Britain,nan,wading,M,27,N,,H.D. Baldridge (1994) SAF Case #1475,0,Other
21-Sep-1965,1965,Provoked,Papua New Guinea,Madang Province,Sek Harbor,spearing fish,M,28,N,,"South Pacific Post, 9/22/2965; SAF Case #1386",0,fishing
12-Sep-1965,1965,Provoked,Papua New Guinea,East Sepik,Moem Village Near Wewak,fishing (rod & line),M,28,N,14h00,"The Times (London), ",0,fishing
08-Sep-1965,1965,Unprovoked,Mexico,Veracruz,Playa Villa Del Mar,,M,23,N,18h00,F. Piskur; press clipping dated 9/9/1965,0,Unknown
26-Aug-1965,1965,Unprovoked,United States,New Jersey,"Steel Pier, Atlantic City, Atlantic County",swimming,M,15,N,17h30,J. Bloodworth; Philadelphia Inquirer 8/27/1965,0,swimming
30-Jul-1964,1965,Provoked,Bahamas,Bimini Islands,Lerner Marine Lab,attempting to anesthetize shark,M,28,N,,"H.D. Baldridge, p. 93",0,Other
26-Jul-1965,1965,Unprovoked,Mexico,Veracruz,Mocambo,bathing,M,25,Y,17h00,"Latin American Times (New York), 8/3/1965 ",1,swimming
Reported 02-Jul-1965,1965,Watercraft,Bermuda,Hamilton,nan,,,28,N,,"Daily Express, 7/2/1965; SAF Case #1375",0,Unknown
09-Jun-1965,1965,Unprovoked,Mexico,Veracruz,Mocambo,swimming,M,38,N,14h00,J. Carranza (This is apparently a different case than 1965.05.00.a),0,swimming
Jun-1965,1965,Unprovoked,Papua New Guinea,Near Bougainville (North Solomons),Huhunoti Island,spearfishing,M,28,N,,Age (Melbourne) 6/7/1965 ,0,fishing
29-May-1965,1965,Unprovoked,Mexico,Veracruz,Playa Mocambo,swimming,M,28,Y,12h00,The News (Mexico City) 6/1/1965 ,1,swimming
28-May-1965,1965,Unprovoked,Mexico,Veracruz,Playa Mocambo,swimming,M,28,Y,,The News (Mexico City) 6/1/1965,1,swimming
May 1965,1965,Unprovoked,Mexico,Veracruz,Mocambo,swimming,M,35,N,,The News (Mexico City) 6/12/1965,0,swimming
29-Apr-1965,1965,Unprovoked,United States,Florida,"Hobe Sound, Martin County",,M,49,N,15h00,"M. Vorenberg, GSAF",0,Unknown
10-Apr-1965,1965,Unprovoked,United States,Florida,American Shoals Off Key West,spearfishing,M,28,N,11h00,"J. D. Morgan, M.D. ",0,fishing
04-Apr-1965,1965,Unprovoked,Palau,Western Caroline Islands,Koror,walking on reef,M,8,N,15h30,P.T. Wilson,0,Other
04-Apr-1965,1965,Unprovoked,United States,Florida,"Juno Beach, Palm Beach County",paddling on surfboard,M,17,N,07h15,"M. Vorenberg, GSAF. R. Greer, M.D.",0,surfing
14-Mar-1965,1965,Unprovoked,United States,Florida,"Pompano Beach, Palm Beach County",free diving,M,16,N,13h30,R. MacNeilly,0,diving
14-Feb-1965,1965,Unprovoked,South Africa,Kwazulu-Natal,Amatikulu,treading water,M,25,N,15h00 or 15h45,"G.W. Black, M. Levine,  GSAF;  T. McHugh, A. Heydorn. J. D'Aubrey & P.H. Jacques; T. Wallett, pp.51-52",0,Other
04-Feb-1965,1965,Unprovoked,United States,Massachusetts,"Granite Pier, Rockport",scuba diving,M,18,N,14h30,"R. Powell; Boston Traveler 2/11/1965; H.D. Baldridge, p.184",0,diving
23-Jan-1965,1965,Unprovoked,South Africa,Kwazulu-Natal,"Country Club Beach, Durban",paddling rescue ski,M,22,N,13h00,"D. Davies, J. D'Aubrey & H. Haicker, ORI; M. Levine, GSAF",0,Other
16-Jan-1965,1965,Unprovoked,South Africa,Kwazulu-Natal,"Country Club Beach, Durban",body surfing,M,20,N,16h40,"D. Davies & J. D'Aubrey, GSAF",0,surfing
10-Jan-1965,1965,Unprovoked,Australia,Victoria,"East Of Station Pier, Port Melbourne",swimming,M,28,N,,The Australian 1/11/1965,0,swimming
09-Jan-1965,1965,Unprovoked,Papua New Guinea,Central Province,Off Gaire Village,free diving,M,30,Y,,"South Pacific Post (Port Moresby), 1/11/1965",1,diving
Summer 1965,1965,Unprovoked,United States,Texas,"Port Lavaca, Calhoun County",dangling feet in the water,M,13,N,,"Victoria Advocate, 7/11/2011",0,fishing
1965,1965,Provoked,United States,California,"Dana Point, San Clemente, Orange County",surfing,M,28,N,,"Orange County Register, 1/28/2998",0,surfing
Early 1965,1965,Provoked,United States,Florida,"Between Palm  & Salerno Inlets, Martin County",collecting marine specimens,M,28,N,,"M. Vorenberg, GSAF",0,Other
May-Jun-1965,1965,Unprovoked,International Waters,East Of The Gulf Of Aqaba,nan,standing in waist-deep water,M,28,N,,Captain T. Falcon-Barker,0,floating/standing
May-Jun-1965,1965,Unprovoked,Egypt,nan,South Of Hurghada,"spearfishing, but standing in the water",M,28,N,,Captain T. Falcon-Barker,0,fishing
1965,1965,Unprovoked,Vanuatu,Malampa Province,Island Of Paam'A,,M,28,Y,,"M. Levine, GSAF",1,Unknown
25-Dec-1964,1964,Unprovoked,South Africa,Eastern Cape Province,Port Alfred,swimming,M,19,N,17h00,"Dr. Macrae; J. D'Aubrey, M. Levine, GSAF",0,swimming
10-Dec-1964,1964,Unprovoked,Papua New Guinea,Bougainville (North Solomons),Buka Island,,M,28,N,,H.D.Baldridge (1994) SAF Case #1558,0,Unknown
10-Dec-1964,1964,Watercraft,Australia,New South Wales,Port Jervis,fishing,,28,N,10h30,"Adelaide Advertiser, 12/11/1965",0,fishing
09-Dec-1964,1964,Unprovoked,Papua New Guinea,Bougainville (North Solomons),"Off Sing Village, Buka Island","canoe swamped, swimming back to canoe",M,28,N,Late afternoon,"South Pacific Post (Port Moresby), 12/16/1964",0,swimming
06-Dec-1964,1964,Unprovoked,Kenya,Coast Province,"Kilindini Harbor, Mombasa",fishing with hand line tied to wrist & was pulled into the water,M,10,Y,,"Star, 12/7/1964",1,fishing
29-Nov-1964,1964,Unprovoked,Australia,Victoria,Lady Julia Percy Island,free diving with seals,M,25,N,14h30,"A. Sharpe, pp.115-116; H. Edwards, pp.67-71; J. Green, p.35; A. MacCormick, pp.88-91; J. West, ASAF",0,diving
18-Nov-1964,1964,Unprovoked,Australia,Queensland,"Fingal Beach, Near Tweed Heads",swimming out to rescue swimmers in difficulty,M,29,Y,13h30,"Daily Mirror (Sydney), 11/19/1964",1,swimming
13-Nov-1964,1964,Provoked,Australia,New South Wales,"North Solitary Island, 8 Miles From Wolli","filming underwater, carrying powerhead",M,25,N,,"H.D. Baldridge, p.57",0,Other
05-Nov-1964,1964,Watercraft,United States,Puerto Rico,nan,longline fishing,,28,N,18h00,"G. W. Bane, Jr.",0,fishing
31-Oct-1964,1964,Provoked,South Africa,Kwazulu-Natal,Umkomaas,surf fishing,M,28,N,,"M. Levine, GSAF",0,surfing
04-Oct-1964,1964,Unprovoked,Australia,Western Australia,"Avalon Beach, Near Mandurah, 50 Miles South Of Perth","surfing, but swimming to his board",M,19,N,09h30,The Australian 10/5/1964,0,surfing
20-Sep-1964,1964,Unprovoked,Taiwan,Northern Taiwan,"Tamsui Beach, Taipai",swimming,M,32,Y,14h00,"China Post (Taipai, Taiwan) 9/22/1964",1,swimming
07-Sep-1964,1964,Unprovoked,Taiwan,Northern Taiwan,Tamsui Beach,swimming,M,20,N,13h30,"China Post (Taipei, Taiwan) 9/22/1964; J. Wong",0,swimming
26-Aug-1964,1964,Unprovoked,United States,Florida,"Hollywood Beach, Broward County",swimming,M,14,N,14h30,M. Tayman,0,swimming
23-Aug-1964,1964,Unprovoked,Mexico,Guerrero,Acapulco,floating on his back in an inner tube,M,19,N,14h00,T.T. Moore,0,floating/standing
21-Aug-1964,1964,Unprovoked,United States,Florida,"Panama City, Bay County",swimming,M,28,N,11h30,W.H. Tobert,0,swimming
08-Aug-1964,1964,Unprovoked,United States,Florida,"2 Miles Off Jupiter, Palm Beach County",spearfishing using scuba,M,28,N,12h00,"H.D. Baldridge, p.183",0,fishing
03-Aug-1964,1964,Unprovoked,Japan,Okayama Prefecture,Saidaiji,swimming,M,12,N,,K. Nakaya,0,swimming
Aug-1964,1964,Unprovoked,Panama,San Blas,Off Achutuppu Island Near Ailigandi,free diving / spearfishingat edge of reef,M,21,N,,H. Loftin,0,fishing
27-Jul-1964,1964,Provoked,United States,Puerto Rico,nan,,M,22,N,11h00,H.D.Baldridge (1994) SAF Case #1547,0,Unknown
16-Jul-1964,1964,Unprovoked,South Africa,Kwazulu-Natal,Island Rock,searching for remains of  dr. marais,M,30,N,,"L. Jones, M. Levine,GSAF",0,Other
10-Jul-1964,1964,Invalid,South Africa,Kwazulu-Natal,Island Rock,spearfishing,M,52,Y,,"I. Marais, M. Levine, L. Jones, GSAF",1,fishing
08-Jul-1964,1964,Provoked,United States,Florida,"Palm Beach, Palm Beach County",tagging sharks,M,28,N,,"M. Vorenberg, GSAF",0,Other
Jul-1964,1964,Unprovoked,Papua New Guinea,New Ireland Province,A Reef Off New Hanover (Northern End),standing / fishing,M,28,Y,,"Times Courier (Lae, PNG) 7/29/1964 ",1,fishing
Jul-1964,1964,Watercraft,Papua New Guinea,New Ireland Province,Southern End,canoeing,,28,N,,"Times Courier (Lae, PNG) 7/29/1964",0,kayaking
29-Jun-1964,1964,Sea Disaster,Bermuda,Hamilton,2 Miles South Of Castle Island Harbour Entrance To Hamilton,conducting a promotional film project for the gemini space program (a practice astronaut recovery),,28,Y,,"Washington Post, 6/30/1964; SAF Case #1295",1,Other
24-Jun-1964,1964,Watercraft,United States,California,"Long Beach, Los Angeles County",fishing,,28,N,,"Valley News (Gardena), 6/28/1964 ",0,fishing
17-Jun-1964,1964,Watercraft,Papua New Guinea,New Britain,Near Rabaul,fishing,M,28,N,,SAF Case #1300,0,fishing
23-Jun-1964,1964,Unprovoked,Fiji,Lau Group,"Tovu, Totoya Island",spearfishing,M,23,N,,"Fiji Times, 6/26/1963 ",0,fishing
30-May-1964,1964,Unprovoked,Panama,Caribbean Coast,nan,standing,M,47,N,,"H.D. Baldridge, SAF Case #1496",0,floating/standing
08-May-1964,1964,Unprovoked,Fiji,Vita Levu,Naviti,spearfishing,M,35,Y,11h30,"H.D. Baldridge, p.196; Clark, p.87",1,fishing
May 1964,1964,Unprovoked,Panama,San Blas Islands,"Achutupu, A Small Island Ner Ailigandi",skin diving,M,13,Y,,H. Loftin,1,Other
07-Apr-1964,1964,Unprovoked,Papua New Guinea,Madang Province,Inshore Side Of Reef Near Madang,fishing,M,28,Y,,"Daily News (Perth), 4/8/1964",1,fishing
28-Mar-1964,1964,Unprovoked,Australia,South Australia,Surfers Paradise Beach Near Victor Harbour,surfing,M,19,N,,"Advertiser (Adelaide) and Telegraph (Sydney), 3/30/1964 ",0,surfing
28-Mar-1964,1964,Sea Disaster,Papua New Guinea,Central Province,30 Miles From Port Moresby,"canoe capsized with 10 occupants, 8 survived,  hamilton swam off to seek help",M,32,Y,Midnight,"Daily Mirror (Sydney), 3/311964; SAF Case 1333",1,kayaking
05-Mar-1964,1964,Unprovoked,United States,Florida,"Fort Lauderdale, Broward County",skin diving,M,38,N,16h00,"Sun Sentinel, 3/6/1964 ",0,Other
Mar-1964,1964,Unprovoked,Senegal,Cap Vert Peninsula,"Bel Air, Dakar",free diving for shell,M,28,N,,,0,diving
Reported 17-Feb-1964,1964,Provoked,Fiji,nan,Savuli Reef,fishing,,28,N,,"Fiji Times, 2/17/1964",0,fishing
14-Feb-1964,1964,Unprovoked,Fiji,Vanua Levu,"Nailou Village, Tunuloa Natewa Bay",spearfishing,M,17,Y,10h30,Fiji Times; L. Schultz,1,fishing
11-Feb-1964,1964,Unprovoked,New Zealand,North Island,"Palliser Bay, Whatarangi (East Of Wellington)",preparing to go skin diving,M,28,N,12h00,"R.D.Weeks, GSAF; Otago Daily Times, 2/13/1964, p.5",0,Other
10-Feb-1964,1964,Unprovoked,New Zealand,North Island,"West Of Pukerua Bay, Wellington",spearfishing,M,26,N,18h30,"R.D. Weeks, GSAF; Otago Daily Times, 2/11/1964, p1; Wellington Evening Post, 2/17/1960",0,fishing
08-Feb-1954,1964,Unprovoked,South Africa,Western Cape Province,Muizenberg,body boarding,M,25,N,08h45,"D. Davies; M. Levine, GSAF",0,boarding
05-Feb-1964,1964,Unprovoked,New Zealand,North Island,"Hokio Beach, Near Levin",lying in 2 feet of water,M,28,N,,"R.D. Weeks, GSAF",0,Other
05-Feb-1964,1964,Unprovoked,New Zealand,South Island,"St. Clair Beach, Dunedin",swimming,M,19,Y,06h45,"R.D. Weeks, GSAF; Otago Daily Times, 2/6/1964 & 2/7/1964",1,swimming
01-Feb-1964,1964,Watercraft,New Zealand,South Island,"Ngatuka Bay, Near Picton",rowing,,28,N,12h00,"New Zealand Herald, 2/2/1964;  SAF Case #1335",0,Other
Feb-1964,1964,Unprovoked,United States,Florida,Palm Beach County,floating,M,12,N,,"H.D.Baldridge, SAF Case #1487",0,floating/standing
Feb-1964,1964,Unprovoked,Costa Rica,Puntarenas Province,Puntarenas,swimming,M,28,Y,,"E. Vargas, M.D.",1,swimming
27-Jan-1964,1964,Unprovoked,Fiji,nan,70 Miles From Suva,spearfishing,,28,Y,,"Long Beach Independent, 1/281964 ",1,fishing
23-Jan-1964,1964,Unprovoked,South Africa,Eastern Cape Province,Nahoon,body surfing,M,39,N,16h00,"D. Davies, Daily Dispatch (East London), 1/24/1964 M. Levine, GSAF",0,surfing
22-Jan-1964,1964,Unprovoked,South Africa,Eastern Cape Province,Nahoon,standing,M,17,N,11h00,"D. Davies; Daily Dispatch (East London), 1/23/1964, M. Levine, GSAF",0,floating/standing
21-Jan-1964,1964,Watercraft,South Africa,Western Cape Province,20 M From Shore At Strand,shark watching,,28,N,11h00,GSAF,0,Other
18-Jan-1964,1964,Unprovoked,Australia,Western Australia,Hamelin Bay,freediving,M,28,N,,"G.P. Whitley, citing Sydney Morning Herald, 1/21/1964",0,Other
11-Jan-1964,1964,Unprovoked,United States,California,Southeast Farallon Island,spearfishing / scuba diving (at surface),M,21,N,12h00,"R. Collier, p.261-264; D. Miller & R. Collier; R. Collier, pp.26-40",0,surfing
Reported 06-Jan-1964,1964,Unprovoked,Papua New Guinea,New Britain,nan,fishing,M,28,Y,,"Oldham Evening Chronicle, 1/6/1964",1,fishing
04-Jan-1964,1964,Unprovoked,Fiji,"Lomaloma, Lau",Tuvuca Isalnd,swimming,F,20,N,15h00,SAF Case #1250,0,swimming
01-Jan-1964,1964,Unprovoked,Australia,Western Australia,Metro Coast,,,28,UNKNOWN,,"T. Peake, GSAF",1,Unknown
01-Jan-1964,1964,Unprovoked,South Africa,Western Cape Province,Mossel Bay,diving for sinkers,M,28,N,19h00 / 20h00,"The Argus, 1/3/1964",0,Other
29-Dec-1963,1963,Unprovoked,South Africa,Kwazulu-Natal,"Catfish Rock, Between Salt Rock & Shaka’S Rock",standing,F,20,N,14h00,"B. Strauss, D. Davies, 121-122; Daily Dispatch, 4/24/1964; M.  Levine, GSAF",0,floating/standing
26-Dec-1963,1963,Unprovoked,South Africa,Kwazulu-Natal,Umhlanga Rocks,swimming,M,24,N,15h00,"D.  Davies, pp.120-121; M. Levine, GSAF",0,swimming
26-Dec-1963,1963,Unprovoked,Australia,Queensland,"Figtree Ledge, Hervey Bay",sitting on gunwale of boat,M,28,N,Dawn,"Maryborough Chronicle  (Qld), 12/28/1963",0,Other
25-Dec-1963,1963,Unprovoked,South Africa,Eastern Cape Province,Gonubie River Mouth,swimming,M,18,Y,15h45,"G.V. Wienand, M. Levine, GSAF",1,swimming
22-Dec-1963,1963,Provoked,South Africa,Kwazulu-Natal,"Next To West Street Groyne, Durban",helping friend land hooked shark,M,13,N,18h30,"M. Levine, GSAF",0,Other
21-Dec-1963,1963,Provoked,Australia,New South Wales,"Woolgoolga, Coffs Harbour",fishing,M,28,N,,"Daily Examiner (Grafton, NSW), 12/23/1963; J. Green, p.30",0,fishing
20-Dec-1963,1963,Unprovoked,South Africa,Western Cape Province,Hartenbos,spearfishing,M,28,N,12h00,"D. Davies; M. Levine, GSAF",0,fishing
20-Dec-1963,1963,Unprovoked,South Africa,Kwazulu-Natal,Umvoti,splashing in surf,M,15,Y,12h40,"G.D. Campbell; D. Davies, pp.119-120",1,surfing
08-Dec-1963,1963,Unprovoked,Australia,South Australia,55 Miles South Of Adelaide,spearfishing,M,23,N,12h45,"H. Edwards, pp.65-66: H.D. Baldridge, pp.18-19; J. West;",0,fishing
04-Dec-1963,1963,Unprovoked,International Waters,"South Coast, East New Britain",Pomio,spearfishing,M,22,Y,,"Times Courier (Lae, PNG), 12/4/1963; Oldham Evening Chronicle 1/6/1964",1,fishing
30-Nov-1963 ,1963,Unprovoked,New Zealand,South Island,"Charteris Bay, Lyttleton Harbour",treading water while alongside capsized yacht,M,20,N,13h00,"C. Dudley, R.D. Weeks, GSAF; H.D. Baldridge, SAF Case #1467; Otago Daily Times, 12/2/1963, p.7",0,Other
30-Nov-1963,1963,Provoked,Papua New Guinea,Gulf Province,"Kukipi, 150 Miles West Of Port Moresby In The Lakekamu River Area",fishing / standing in waist deep water,F,18,N,14h00,"M. Malin; The Sun (Melbourne), 12/2/1963",0,fishing
28-Nov-1963,1963,Unprovoked,Fiji,Lau Province,"Dravuwalu, Totoya Island",fishing,F,21,N,11h00,Capt. S. B. Brown,0,fishing
25-Nov-1963,1963,Unprovoked,Fiji,Vita Levu,Rewa River,spearing fish,M,25,N,14h00,GSAF,0,fishing
Reported 16-Nov-1963,1963,Unprovoked,Italy,Sicily,Off Mondello Lighthouse,spearfishing,M,28,N,,"C. Moore, GSAF",0,fishing
14-Nov-1963,1963,Provoked,Australia,Queensland,Mermaid Beach,catching sharks under government contract,M,28,N,,"Miner (WA) & Warwick Daily News (Qld), 11/15/1963 ",0,Other
12-Nov-1963,1963,Provoked,United States,Florida,"8 Miles South Of Elliot Key, Miami-Dade County",testing anti-shark cage,M,28,N,11h40,D.R. Nelson,0,Other
Reported 05-Nov-1963,1963,Unprovoked,Papua New Guinea,New Britain,nan,wading,M,28,N,,H.D. Baldridge (1994) SAF Case #1478,0,Other
04-Nov-1963,1963,Unprovoked,Palau,Western Caroline Islands,Koror,fishing,M,35,N,03h00,"R. Yalap, M.D.; H.D. Baldridge, p..104 ",0,fishing
16-Oct-1963,1963,Unprovoked,United States,Florida,"Biltmore Beach, Near Panama City","surf fishing, wading",M,28,N,17h30,"H.D. Baldridge, p.109",0,surfing
29-Sep-1963,1963,Unprovoked,Chile,nan,"El Panul, 12Km South Of Coquimbo",spearfishing / free diving,M,28,Y,11h00,J. McCosker & A.C. Engana,1,fishing
22-Sep-1963,1963,Unprovoked,Solomon Islands,Ysabel Island,Susukana Plantation,spearing fish,M,30,Y,13h00,"M.L. Aylett, Fisheries Officer; H.D. Baldridge, p.148  ",1,fishing
13-Sep-1963,1963,Provoked,Australia,New South Wales,Wanda Beach,surfing,M,18,N,09h30,"P. Barron; Goulburn Evening Post; J. Green, p.35",0,surfing
10-Sep-1963,1963,Provoked,United States,Florida,"Snapper Point Jetty, Miami, Dade County","spearfishing, pulled shark’s tail",M,16,N,13h30,"H.D. Baldridge, p.166; SAF Case #1284",0,fishing
Aug-1963,1963,Unprovoked,Dominican Republic,Santo Domingo,Rio Haina Port,"swimming, when caught in heavy seas",M,28,Y,,"A. Gigante, Jr; H.D. Baldridge; M. McDiarmid, p.72",1,swimming
28-Jul-1963,1963,Unprovoked,Federated States Of Micronesia,Eastern Caroline Islands,"Koop Reef, Truk (Chuuk)",spearfishing,M,26,N,08h00,"K. Aniol, Medical Officer",0,fishing
15-Jul-1963,1963,Unprovoked,United States,Florida,"New Smyrna Beach, Volusia County",bathing,M,14,N,Late afternoon,"Orlando Sentinel, 7/16/1963",0,swimming
11-Jul-1963,1963,Provoked,United States,Mississippi,Horn Island,"fishing, on charter boat silver dollar",M,24,N,,"Gulfport Herald, 7/12/1963; SAF Case #1218",0,fishing
Jul-1963,1963,Unprovoked,Panama,San Blas Coast,"4 Miles From Tuwala, Near Mulatuppu","seining for bait, standing in chest-deep water",M,28,Y,,H. Loftin,1,floating/standing
01-Jun-1963,1963,Unprovoked,Greece,Thessaly,Near Trikerion Island,swimming,F,42,Y,16h30,A. De Maddalena,1,swimming
01-Jun-1963,1963,Provoked,Papua New Guinea,Central Province,Near Fisherman'S Island,fishing,M,30,N,Morning,"Pacific Post (Port Moresby), 6/4/1963",0,fishing
14-May-1963,1963,Sea Disaster,Philippines,Luzon Island,100 Miles Southeast Of Manila,"boat, with 42 passengers onboard, capsized in rough seas",,28,Y,,"Advertiser (Adelaide), 5/21/1963 ",1,boarding
22-Apr-1963,1963,Provoked,Australia,New South Wales,Clarence Head,fishing,M,28,N,,H.D. Baldridge (1994) SAF Case #1472,0,fishing
20-Apr-1963,1963,Unprovoked,United States,Us Virgin Islands,"St. Thomas, Magens Bay",swimming,M,25,Y,13h50,"G.W. Kirby, Jr.;  NY Times, 1/22/1963",1,swimming
17-Apr-1963,1963,Unprovoked,South Africa,Kwazulu-Natal,Amanzimtoti,swimming,M,15,N,12h45,"D. Davies, p.118-119; M. Levine, GSAF",0,swimming
13-Apr-1963,1963,Unprovoked,Australia,Western Australia,Yallingup,"surfing on ""chest board"" (boogie board?)",M,25,N,,"G.P. Whitley; NSW newspapers of 4/14&15/1963; H.D. Baldridge, p. 142",0,surfing
12-Apr-1963,1963,Unprovoked,United States,Hawaii,"Awili, South Kona, Hawai'I",surfing,M,15,N,14h00,"L. Taylor (1993), pp.102-103",0,surfing
30-Mar-1963,1963,Sea Disaster,Solomon Islands,Bougainville (North Solomons),nan,the 500-ton coastal trader polurrian foundered,M,28,Y,Night,"Sydney Morning Herald, 4/6/1963",1,Other
27-Feb-1963,1963,Unprovoked,Papua New Guinea,New Ireland Province,Namatanai,swimming,M,28,N,11h00,"Times-Courier (Lae), 3/6/1963",0,swimming
24-Feb-1963,1963,Unprovoked,Australia,New South Wales,Wombarra Beach Near Austinmeer,spearfishing,M,18,N,Afternoon,"R. Funnell in Australian Skindiver Magazine, June/July 1963, p.8; J. Green, p.35",0,fishing
08-Feb-1963,1963,Unprovoked,Fiji,Lomaiviti  Island Group,"Taibaisa Passage, Gau Island",spearfishing,M,28,N,10h00,"S. Brown, P. Helfrich",0,fishing
06-Feb-1963,1963,Unprovoked,Mauritius,Rodrigues,nan,,M,24,N,,"L'Express, 5/2/2007",0,Unknown
28-Jan-1963,1963,Unprovoked,Australia,New South Wales,"Sugarloaf Bay, Middle Harbour, Sydney",wading,F,32,Y,13h30,"Dr. P.R. Coyne; A. Sharpe, pp.7-12; A. MacCormick, pp.15-18; H. Edwards, pp.102 & 108",1,Other
22-Jan-1963,1963,Watercraft,South Africa,Western Cape Province,False Bay,fishing,,28,N,,"Scarborough Evening News (Yorks, England), 1/22/1963 ",0,fishing
14-Jan-1963,1963,Provoked,New Zealand,North Island,"Petone Beach, Wellington",fishing,,14,N,Afternoon,"R.D. Weeks, GSAF; Otago Daily Times, 1/15/1963, p.1",0,fishing
12-Jan-1963,1963,Provoked,South Africa,Eastern Cape Province,Humewood,fishing,M,28,N,,GSAF,0,fishing
11-Jan-1963,1963,Unprovoked,South Africa,Kwazulu-Natal,"Peace Cottage, Umdhloti","free diving, hunting crayfish",M,27,N,12h15,"D. Davies, D'Aubrey; B. Blackmore; M. Levine, GSAF",0,fishing
